(8.2, 0)
(8.2, 3)
(10.4416, 2)
(13.6496, 1)
(21.6896, 3)
(26.137919999999998, 1)
(28.627584, 2)
(33.9255168, 0)
(41.385103359999995, 2)
(48.477020671999995, 0)
(51.4954041344, 1)
(54.49908082688, 3)
(61.499816165376, 1)
(70.8999632330752, 0)
(80.77999264661504, 2)
(89.95599852932301, 3)
average waiting time -16.54 
