(0, 0)
(7.0, 1)
(14.5, 2)
(19.25, 3)
(22.625, 3)
(26.0, 2)
(30.75, 3)
(34.9375, 1)
(38.03125, 1)
(41.125, 1)
(44.21875, 1)
(47.3125, 3)
(51.5, 2)
(56.046875, 0)
(62.3203125, 2)
(68.95703125, 0)
(73.275390625, 1)
(76.9345703125, 1)
(80.59375, 1)
(84.2529296875, 0)
(88.5712890625, 3)
(94.40087890625, 2)
(101.03759765625, 2)
(107.67431640625, 2)
(114.31103515625, 2)
average waiting time 26.98 
