(0, 0)
(0, 1)
(7.94, 3)
(10.4746, 2)
(14.2566, 3)
(18.51698, 1)
(21.195094, 2)
(26.198528200000002, 0)
(33.29955846, 2)
(40.329867538, 0)
(43.838960261400004, 1)
(46.991688078420005, 3)
(53.537506423526004, 1)
(62.50125192705781, 0)
(72.19037557811735, 2)
(81.39711267343522, 3)
average waiting time -30.17 
