(0, 0)
(3, 1)
(6, 2)
(8, 3)
(10, 0)
(13, 1)
(16, 0)
(19, 1)
(30, 3)
(33, 1)
(35, 2)
(38, 0)
(41, 3)
(43, 2)
(46, 0)
(49, 0)
(60, 2)
(63, 0)
(65, 1)
(68, 3)
(71, 2)
(74, 3)
(77, 2)
(78, 3)
(92, 1)
(95, 0)
(98, 2)
(101, 3)
(104, 1)
(107, 0)
(110, 2)
(113, 3)
(116, 1)
(119, 0)
(122, 2)
(125, 3)
(127, 1)
(128, 0)
average waiting time 10.00 
